,date,home_team,score,away_team,season
2743,21-11-2020,Man United,1 - 0,West Brom,20/21
2744,29-11-2020,Southampton,2 - 3,Man United,20/21
2745,05-12-2020,West Ham,1 - 3,Man United,20/21
2746,12-12-2020,Man United,0 - 0,Man City,20/21
2747,17-12-2020,Sheffield United,2 - 3,Man United,20/21
2748,20-12-2020,Man United,6 - 2,Leeds,20/21
2749,26-12-2020,Leicester,2 - 2,Man United,20/21
2750,29-12-2020,Man United,1 - 0,Wolves,20/21
2751,01-01-2021,Man United,2 - 1,Aston Villa,20/21
2752,12-01-2021,Burnley,0 - 1,Man United,20/21
2753,17-01-2021,Liverpool,0 - 0,Man United,20/21
2754,20-01-2021,Fulham,1 - 2,Man United,20/21
2755,27-01-2021,Man United,1 - 2,Sheffield United,20/21
2756,30-01-2021,Arsenal,0 - 0,Man United,20/21
2757,02-02-2021,Man United,9 - 0,Southampton,20/21
2758,06-02-2021,Man United,3 - 3,Everton,20/21
2759,14-02-2021,West Brom,1 - 1,Man United,20/21
2760,21-02-2021,Man United,3 - 1,Newcastle,20/21
2761,28-02-2021,Chelsea,0 - 0,Man United,20/21
2762,03-03-2021,Crystal Palace,0 - 0,Man United,20/21
2763,07-03-2021,Man City,0 - 2,Man United,20/21
2764,14-03-2021,Man United,1 - 0,West Ham,20/21
2765,04-04-2021,Man United,2 - 1,Brighton,20/21
2766,11-04-2021,Tottenham,1 - 3,Man United,20/21
2767,18-04-2021,Man United,3 - 1,Burnley,20/21
2768,25-04-2021,Leeds,0 - 0,Man United,20/21
2769,09-05-2021,Aston Villa,1 - 3,Man United,20/21
2770,11-05-2021,Man United,1 - 2,Leicester,20/21
2771,13-05-2021,Man United,2 - 4,Liverpool,20/21
2772,18-05-2021,Man United,1 - 1,Fulham,20/21
2773,23-05-2021,Wolves,1 - 2,Man United,20/21
2774,12-09-2020,West Ham,0 - 2,Newcastle,20/21
2775,20-09-2020,Newcastle,0 - 3,Brighton,20/21
2776,27-09-2020,Tottenham,1 - 1,Newcastle,20/21
2777,03-10-2020,Newcastle,3 - 1,Burnley,20/21
2778,17-10-2020,Newcastle,1 - 4,Man United,20/21
2779,25-10-2020,Wolves,1 - 1,Newcastle,20/21
2780,01-11-2020,Newcastle,2 - 1,Everton,20/21
2781,06-11-2020,Southampton,2 - 0,Newcastle,20/21
2782,21-11-2020,Newcastle,0 - 2,Chelsea,20/21
2783,27-11-2020,Crystal Palace,0 - 2,Newcastle,20/21
2784,12-12-2020,Newcastle,2 - 1,West Brom,20/21
2785,16-12-2020,Leeds,5 - 2,Newcastle,20/21
2786,19-12-2020,Newcastle,1 - 1,Fulham,20/21
2787,26-12-2020,Man City,2 - 0,Newcastle,20/21
2788,30-12-2020,Newcastle,0 - 0,Liverpool,20/21
2789,03-01-2021,Newcastle,1 - 2,Leicester,20/21
2790,12-01-2021,Sheffield United,1 - 0,Newcastle,20/21
2791,18-01-2021,Arsenal,3 - 0,Newcastle,20/21
2792,23-01-2021,Aston Villa,2 - 0,Newcastle,20/21
2793,26-01-2021,Newcastle,1 - 2,Leeds,20/21
2794,30-01-2021,Everton,0 - 2,Newcastle,20/21
2795,02-02-2021,Newcastle,1 - 2,Crystal Palace,20/21
2796,06-02-2021,Newcastle,3 - 2,Southampton,20/21
2797,15-02-2021,Chelsea,2 - 0,Newcastle,20/21
2798,21-02-2021,Man United,3 - 1,Newcastle,20/21
2799,27-02-2021,Newcastle,1 - 1,Wolves,20/21
2800,07-03-2021,West Brom,0 - 0,Newcastle,20/21
2801,12-03-2021,Newcastle,1 - 1,Aston Villa,20/21
2802,20-03-2021,Brighton,3 - 0,Newcastle,20/21
2803,04-04-2021,Newcastle,2 - 2,Tottenham,20/21
2804,11-04-2021,Burnley,1 - 2,Newcastle,20/21
2805,17-04-2021,Newcastle,3 - 2,West Ham,20/21
2806,24-04-2021,Liverpool,1 - 1,Newcastle,20/21
2807,02-05-2021,Newcastle,0 - 2,Arsenal,20/21
2808,07-05-2021,Leicester,2 - 4,Newcastle,20/21
2809,14-05-2021,Newcastle,3 - 4,Man City,20/21
2810,19-05-2021,Newcastle,1 - 0,Sheffield United,20/21
2811,23-05-2021,Fulham,0 - 2,Newcastle,20/21
2812,14-09-2020,Sheffield United,0 - 2,Wolves,20/21
2813,21-09-2020,Aston Villa,1 - 0,Sheffield United,20/21
2814,27-09-2020,Sheffield United,0 - 1,Leeds,20/21
2815,04-10-2020,Arsenal,2 - 1,Sheffield United,20/21
2816,18-10-2020,Sheffield United,1 - 1,Fulham,20/21
2817,24-10-2020,Liverpool,2 - 1,Sheffield United,20/21
2818,31-10-2020,Sheffield United,0 - 1,Man City,20/21
2819,07-11-2020,Chelsea,4 - 1,Sheffield United,20/21
2820,22-11-2020,Sheffield United,0 - 1,West Ham,20/21
2821,28-11-2020,West Brom,1 - 0,Sheffield United,20/21
2822,06-12-2020,Sheffield United,1 - 2,Leicester,20/21
2823,13-12-2020,Southampton,3 - 0,Sheffield United,20/21
2824,17-12-2020,Sheffield United,2 - 3,Man United,20/21
2825,20-12-2020,Brighton,1 - 1,Sheffield United,20/21
2826,26-12-2020,Sheffield United,0 - 1,Everton,20/21
2827,29-12-2020,Burnley,1 - 0,Sheffield United,20/21
2828,02-01-2021,Crystal Palace,2 - 0,Sheffield United,20/21
2829,12-01-2021,Sheffield United,1 - 0,Newcastle,20/21
2830,17-01-2021,Sheffield United,1 - 3,Tottenham,20/21
2831,27-01-2021,Man United,1 - 2,Sheffield United,20/21
2832,30-01-2021,Man City,1 - 0,Sheffield United,20/21
2833,02-02-2021,Sheffield United,2 - 1,West Brom,20/21
2834,07-02-2021,Sheffield United,1 - 2,Chelsea,20/21
2835,15-02-2021,West Ham,3 - 0,Sheffield United,20/21
2836,20-02-2021,Fulham,1 - 0,Sheffield United,20/21
2837,28-02-2021,Sheffield United,0 - 2,Liverpool,20/21
2838,03-03-2021,Sheffield United,1 - 0,Aston Villa,20/21
2839,06-03-2021,Sheffield United,0 - 2,Southampton,20/21
2840,14-03-2021,Leicester,5 - 0,Sheffield United,20/21
2841,03-04-2021,Leeds,2 - 1,Sheffield United,20/21
2842,11-04-2021,Sheffield United,0 - 3,Arsenal,20/21
2843,17-04-2021,Wolves,1 - 0,Sheffield United,20/21
2844,24-04-2021,Sheffield United,1 - 0,Brighton,20/21
2845,02-05-2021,Tottenham,4 - 0,Sheffield United,20/21
2846,08-05-2021,Sheffield United,0 - 2,Crystal Palace,20/21
2847,16-05-2021,Everton,0 - 1,Sheffield United,20/21
2848,19-05-2021,Newcastle,1 - 0,Sheffield United,20/21
2849,23-05-2021,Sheffield United,1 - 0,Burnley,20/21
2850,12-09-2020,Crystal Palace,1 - 0,Southampton,20/21
2851,20-09-2020,Southampton,2 - 5,Tottenham,20/21
2852,26-09-2020,Burnley,0 - 1,Southampton,20/21
2853,04-10-2020,Southampton,2 - 0,West Brom,20/21
2854,17-10-2020,Chelsea,3 - 3,Southampton,20/21
2855,25-10-2020,Southampton,2 - 0,Everton,20/21
2856,01-11-2020,Aston Villa,3 - 4,Southampton,20/21
2857,06-11-2020,Southampton,2 - 0,Newcastle,20/21
2858,23-11-2020,Wolves,1 - 1,Southampton,20/21
2859,29-11-2020,Southampton,2 - 3,Man United,20/21
2860,07-12-2020,Brighton,1 - 2,Southampton,20/21
2861,13-12-2020,Southampton,3 - 0,Sheffield United,20/21
2862,16-12-2020,Arsenal,1 - 1,Southampton,20/21
2863,19-12-2020,Southampton,0 - 1,Man City,20/21
2864,26-12-2020,Fulham,0 - 0,Southampton,20/21
2865,29-12-2020,Southampton,0 - 0,West Ham,20/21
2866,04-01-2021,Southampton,1 - 0,Liverpool,20/21
2867,16-01-2021,Leicester,2 - 0,Southampton,20/21
2868,26-01-2021,Southampton,1 - 3,Arsenal,20/21
2869,30-01-2021,Southampton,0 - 1,Aston Villa,20/21
2870,02-02-2021,Man United,9 - 0,Southampton,20/21
2871,06-02-2021,Newcastle,3 - 2,Southampton,20/21
2872,14-02-2021,Southampton,1 - 2,Wolves,20/21
2873,20-02-2021,Southampton,1 - 1,Chelsea,20/21
2874,23-02-2021,Leeds,3 - 0,Southampton,20/21
2875,01-03-2021,Everton,1 - 0,Southampton,20/21
2876,06-03-2021,Sheffield United,0 - 2,Southampton,20/21
2877,10-03-2021,Man City,5 - 2,Southampton,20/21
2878,14-03-2021,Southampton,1 - 2,Brighton,20/21
2879,04-04-2021,Southampton,3 - 2,Burnley,20/21
2880,12-04-2021,West Brom,3 - 0,Southampton,20/21
2881,21-04-2021,Tottenham,2 - 1,Southampton,20/21
2882,30-04-2021,Southampton,1 - 1,Leicester,20/21
2883,08-05-2021,Liverpool,2 - 0,Southampton,20/21
2884,11-05-2021,Southampton,3 - 1,Crystal Palace,20/21
2885,15-05-2021,Southampton,3 - 1,Fulham,20/21
2886,18-05-2021,Southampton,0 - 2,Leeds,20/21
2887,23-05-2021,West Ham,3 - 0,Southampton,20/21
2888,13-09-2020,Tottenham,0 - 1,Everton,20/21
2889,20-09-2020,Southampton,2 - 5,Tottenham,20/21
2890,27-09-2020,Tottenham,1 - 1,Newcastle,20/21
2891,04-10-2020,Man United,1 - 6,Tottenham,20/21
2892,18-10-2020,Tottenham,3 - 3,West Ham,20/21
2893,26-10-2020,Burnley,0 - 1,Tottenham,20/21
2894,01-11-2020,Tottenham,2 - 1,Brighton,20/21
2895,08-11-2020,West Brom,0 - 1,Tottenham,20/21
2896,21-11-2020,Tottenham,2 - 0,Man City,20/21
2897,29-11-2020,Chelsea,0 - 0,Tottenham,20/21
2898,06-12-2020,Tottenham,2 - 0,Arsenal,20/21
2899,13-12-2020,Crystal Palace,1 - 1,Tottenham,20/21
2900,16-12-2020,Liverpool,2 - 1,Tottenham,20/21
2901,20-12-2020,Tottenham,0 - 2,Leicester,20/21
2902,27-12-2020,Wolves,1 - 1,Tottenham,20/21
2903,02-01-2021,Tottenham,3 - 0,Leeds,20/21
2904,13-01-2021,Tottenham,1 - 1,Fulham,20/21
2905,17-01-2021,Sheffield United,1 - 3,Tottenham,20/21
2906,28-01-2021,Tottenham,1 - 3,Liverpool,20/21
2907,31-01-2021,Brighton,1 - 0,Tottenham,20/21
2908,04-02-2021,Tottenham,0 - 1,Chelsea,20/21
2909,07-02-2021,Tottenham,2 - 0,West Brom,20/21
2910,13-02-2021,Man City,3 - 0,Tottenham,20/21
2911,21-02-2021,West Ham,2 - 1,Tottenham,20/21
2912,28-02-2021,Tottenham,4 - 0,Burnley,20/21
2913,04-03-2021,Fulham,0 - 1,Tottenham,20/21
2914,07-03-2021,Tottenham,4 - 1,Crystal Palace,20/21
2915,14-03-2021,Arsenal,2 - 1,Tottenham,20/21
2916,21-03-2021,Aston Villa,0 - 2,Tottenham,20/21
2917,04-04-2021,Newcastle,2 - 2,Tottenham,20/21
2918,11-04-2021,Tottenham,1 - 3,Man United,20/21
2919,16-04-2021,Everton,2 - 2,Tottenham,20/21
2920,21-04-2021,Tottenham,2 - 1,Southampton,20/21
2921,02-05-2021,Tottenham,4 - 0,Sheffield United,20/21
2922,08-05-2021,Leeds,3 - 1,Tottenham,20/21
2923,16-05-2021,Tottenham,2 - 0,Wolves,20/21
2924,19-05-2021,Tottenham,1 - 2,Aston Villa,20/21
2925,23-05-2021,Leicester,2 - 4,Tottenham,20/21
2926,13-09-2020,West Brom,0 - 3,Leicester,20/21
2927,19-09-2020,Everton,5 - 2,West Brom,20/21
2928,26-09-2020,West Brom,3 - 3,Chelsea,20/21
2929,04-10-2020,Southampton,2 - 0,West Brom,20/21
2930,19-10-2020,West Brom,0 - 0,Burnley,20/21
2931,26-10-2020,Brighton,1 - 1,West Brom,20/21
2932,02-11-2020,Fulham,2 - 0,West Brom,20/21
2933,08-11-2020,West Brom,0 - 1,Tottenham,20/21
2934,21-11-2020,Man United,1 - 0,West Brom,20/21
2935,28-11-2020,West Brom,1 - 0,Sheffield United,20/21
2936,06-12-2020,West Brom,1 - 5,Crystal Palace,20/21
2937,12-12-2020,Newcastle,2 - 1,West Brom,20/21
2938,15-12-2020,Man City,1 - 1,West Brom,20/21
2939,20-12-2020,West Brom,0 - 3,Aston Villa,20/21
2940,27-12-2020,Liverpool,1 - 1,West Brom,20/21
2941,29-12-2020,West Brom,0 - 5,Leeds,20/21
2942,02-01-2021,West Brom,0 - 4,Arsenal,20/21
2943,16-01-2021,Wolves,2 - 3,West Brom,20/21
2944,19-01-2021,West Ham,2 - 1,West Brom,20/21
2945,26-01-2021,West Brom,0 - 5,Man City,20/21
2946,30-01-2021,West Brom,2 - 2,Fulham,20/21
2947,02-02-2021,Sheffield United,2 - 1,West Brom,20/21
2948,07-02-2021,Tottenham,2 - 0,West Brom,20/21
2949,14-02-2021,West Brom,1 - 1,Man United,20/21
2950,20-02-2021,Burnley,0 - 0,West Brom,20/21
2951,27-02-2021,West Brom,1 - 0,Brighton,20/21
2952,04-03-2021,West Brom,0 - 1,Everton,20/21
2953,07-03-2021,West Brom,0 - 0,Newcastle,20/21
2954,13-03-2021,Crystal Palace,1 - 0,West Brom,20/21
2955,03-04-2021,Chelsea,2 - 5,West Brom,20/21
2956,12-04-2021,West Brom,3 - 0,Southampton,20/21
2957,22-04-2021,Leicester,3 - 0,West Brom,20/21
2958,25-04-2021,Aston Villa,2 - 2,West Brom,20/21
2959,03-05-2021,West Brom,1 - 1,Wolves,20/21
2960,09-05-2021,Arsenal,3 - 1,West Brom,20/21
2961,16-05-2021,West Brom,1 - 2,Liverpool,20/21
2962,19-05-2021,West Brom,1 - 3,West Ham,20/21
2963,23-05-2021,Leeds,3 - 1,West Brom,20/21
2964,12-09-2020,West Ham,0 - 2,Newcastle,20/21
2965,19-09-2020,Arsenal,2 - 1,West Ham,20/21
2966,27-09-2020,West Ham,4 - 0,Wolves,20/21
2967,04-10-2020,Leicester,0 - 3,West Ham,20/21
2968,18-10-2020,Tottenham,3 - 3,West Ham,20/21
2969,24-10-2020,West Ham,1 - 1,Man City,20/21
2970,31-10-2020,Liverpool,2 - 1,West Ham,20/21
2971,07-11-2020,West Ham,1 - 0,Fulham,20/21
2972,22-11-2020,Sheffield United,0 - 1,West Ham,20/21
2973,30-11-2020,West Ham,2 - 1,Aston Villa,20/21
2974,05-12-2020,West Ham,1 - 3,Man United,20/21
2975,11-12-2020,Leeds,1 - 2,West Ham,20/21
2976,16-12-2020,West Ham,1 - 1,Crystal Palace,20/21
2977,21-12-2020,Chelsea,3 - 0,West Ham,20/21
2978,27-12-2020,West Ham,2 - 2,Brighton,20/21
2979,29-12-2020,Southampton,0 - 0,West Ham,20/21
2980,01-01-2021,Everton,0 - 1,West Ham,20/21
2981,16-01-2021,West Ham,1 - 0,Burnley,20/21
2982,19-01-2021,West Ham,2 - 1,West Brom,20/21
2983,26-01-2021,Crystal Palace,2 - 3,West Ham,20/21
2984,31-01-2021,West Ham,1 - 3,Liverpool,20/21
2985,03-02-2021,Aston Villa,1 - 3,West Ham,20/21
2986,06-02-2021,Fulham,0 - 0,West Ham,20/21
2987,15-02-2021,West Ham,3 - 0,Sheffield United,20/21
2988,21-02-2021,West Ham,2 - 1,Tottenham,20/21
2989,27-02-2021,Man City,2 - 1,West Ham,20/21
2990,08-03-2021,West Ham,2 - 0,Leeds,20/21
2991,14-03-2021,Man United,1 - 0,West Ham,20/21
2992,21-03-2021,West Ham,3 - 3,Arsenal,20/21
2993,05-04-2021,Wolves,2 - 3,West Ham,20/21
2994,11-04-2021,West Ham,3 - 2,Leicester,20/21
2995,17-04-2021,Newcastle,3 - 2,West Ham,20/21
2996,24-04-2021,West Ham,0 - 1,Chelsea,20/21
2997,03-05-2021,Burnley,1 - 2,West Ham,20/21
2998,09-05-2021,West Ham,0 - 1,Everton,20/21
2999,15-05-2021,Brighton,1 - 1,West Ham,20/21
3000,19-05-2021,West Brom,1 - 3,West Ham,20/21
3001,23-05-2021,West Ham,3 - 0,Southampton,20/21
3002,14-09-2020,Sheffield United,0 - 2,Wolves,20/21
3003,21-09-2020,Wolves,1 - 3,Man City,20/21
3004,27-09-2020,West Ham,4 - 0,Wolves,20/21
3005,04-10-2020,Wolves,1 - 0,Fulham,20/21
3006,19-10-2020,Leeds,0 - 1,Wolves,20/21
3007,25-10-2020,Wolves,1 - 1,Newcastle,20/21
3008,30-10-2020,Wolves,2 - 0,Crystal Palace,20/21
3009,08-11-2020,Leicester,1 - 0,Wolves,20/21
3010,23-11-2020,Wolves,1 - 1,Southampton,20/21
3011,29-11-2020,Arsenal,1 - 2,Wolves,20/21
3012,06-12-2020,Liverpool,4 - 0,Wolves,20/21
3013,12-12-2020,Wolves,0 - 1,Aston Villa,20/21
3014,15-12-2020,Wolves,2 - 1,Chelsea,20/21
3015,21-12-2020,Burnley,2 - 1,Wolves,20/21
3016,27-12-2020,Wolves,1 - 1,Tottenham,20/21
3017,29-12-2020,Man United,1 - 0,Wolves,20/21
3018,02-01-2021,Brighton,3 - 3,Wolves,20/21
3019,12-01-2021,Wolves,1 - 2,Everton,20/21
3020,16-01-2021,Wolves,2 - 3,West Brom,20/21
3021,27-01-2021,Chelsea,0 - 0,Wolves,20/21
3022,30-01-2021,Crystal Palace,1 - 0,Wolves,20/21
3023,02-02-2021,Wolves,2 - 1,Arsenal,20/21
3024,07-02-2021,Wolves,0 - 0,Leicester,20/21
3025,14-02-2021,Southampton,1 - 2,Wolves,20/21
3026,19-02-2021,Wolves,1 - 0,Leeds,20/21
3027,27-02-2021,Newcastle,1 - 1,Wolves,20/21
3028,02-03-2021,Man City,4 - 1,Wolves,20/21
3029,06-03-2021,Aston Villa,0 - 0,Wolves,20/21
3030,15-03-2021,Wolves,0 - 1,Liverpool,20/21
3031,05-04-2021,Wolves,2 - 3,West Ham,20/21
3032,09-04-2021,Fulham,0 - 1,Wolves,20/21
3033,17-04-2021,Wolves,1 - 0,Sheffield United,20/21
3034,25-04-2021,Wolves,0 - 4,Burnley,20/21
3035,03-05-2021,West Brom,1 - 1,Wolves,20/21
3036,09-05-2021,Wolves,2 - 1,Brighton,20/21
3037,16-05-2021,Tottenham,2 - 0,Wolves,20/21
3038,19-05-2021,Everton,1 - 0,Wolves,20/21
3039,23-05-2021,Wolves,1 - 2,Man United,20/21
3040,13-08-2021,Brentford,2 - 0,Arsenal,21/22
3041,22-08-2021,Arsenal,0 - 2,Chelsea,21/22
3042,28-08-2021,Man City,5 - 0,Arsenal,21/22
3043,11-09-2021,Arsenal,1 - 0,Norwich,21/22
3044,18-09-2021,Burnley,0 - 1,Arsenal,21/22
3045,26-09-2021,Arsenal,3 - 1,Tottenham,21/22
3046,02-10-2021,Brighton,0 - 0,Arsenal,21/22
3047,18-10-2021,Arsenal,2 - 2,Crystal Palace,21/22
3048,22-10-2021,Arsenal,3 - 1,Aston Villa,21/22
3049,30-10-2021,Leicester,0 - 2,Arsenal,21/22
3050,07-11-2021,Arsenal,1 - 0,Watford,21/22
3051,20-11-2021,Liverpool,4 - 0,Arsenal,21/22
3052,27-11-2021,Arsenal,2 - 0,Newcastle,21/22
3053,02-12-2021,Man United,3 - 2,Arsenal,21/22
3054,06-12-2021,Everton,2 - 1,Arsenal,21/22
3055,11-12-2021,Arsenal,3 - 0,Southampton,21/22
3056,15-12-2021,Arsenal,2 - 0,West Ham,21/22
3057,18-12-2021,Leeds,1 - 4,Arsenal,21/22
3058,26-12-2021,Norwich,0 - 5,Arsenal,21/22
3059,01-01-2022,Arsenal,1 - 2,Man City,21/22
3060,23-01-2022,Arsenal,0 - 0,Burnley,21/22
3061,10-02-2022,Wolves,0 - 1,Arsenal,21/22
3062,19-02-2022,Arsenal,2 - 1,Brentford,21/22
3063,24-02-2022,Arsenal,2 - 1,Wolves,21/22
3064,06-03-2022,Watford,2 - 3,Arsenal,21/22
3065,13-03-2022,Arsenal,2 - 0,Leicester,21/22
3066,16-03-2022,Arsenal,0 - 2,Liverpool,21/22
3067,19-03-2022,Aston Villa,0 - 1,Arsenal,21/22
3068,04-04-2022,Crystal Palace,3 - 0,Arsenal,21/22
3069,09-04-2022,Arsenal,1 - 2,Brighton,21/22
3070,16-04-2022,Southampton,1 - 0,Arsenal,21/22
3071,20-04-2022,Chelsea,2 - 4,Arsenal,21/22
3072,23-04-2022,Arsenal,3 - 1,Man United,21/22
3073,01-05-2022,West Ham,1 - 2,Arsenal,21/22
3074,08-05-2022,Arsenal,2 - 1,Leeds,21/22
3075,12-05-2022,Tottenham,3 - 0,Arsenal,21/22
3076,16-05-2022,Newcastle,2 - 0,Arsenal,21/22
3077,22-05-2022,Arsenal,5 - 1,Everton,21/22
3078,14-08-2021,Watford,3 - 2,Aston Villa,21/22
3079,21-08-2021,Aston Villa,2 - 0,Newcastle,21/22
3080,28-08-2021,Aston Villa,1 - 1,Brentford,21/22
3081,11-09-2021,Chelsea,3 - 0,Aston Villa,21/22
3082,18-09-2021,Aston Villa,3 - 0,Everton,21/22
3083,25-09-2021,Man United,0 - 1,Aston Villa,21/22
3084,03-10-2021,Tottenham,2 - 1,Aston Villa,21/22
3085,16-10-2021,Aston Villa,2 - 3,Wolves,21/22
3086,22-10-2021,Arsenal,3 - 1,Aston Villa,21/22
3087,31-10-2021,Aston Villa,1 - 4,West Ham,21/22
3088,05-11-2021,Southampton,1 - 0,Aston Villa,21/22
3089,20-11-2021,Aston Villa,2 - 0,Brighton,21/22
3090,27-11-2021,Crystal Palace,1 - 2,Aston Villa,21/22
3091,01-12-2021,Aston Villa,1 - 2,Man City,21/22
3092,05-12-2021,Aston Villa,2 - 1,Leicester,21/22
3093,11-12-2021,Liverpool,1 - 0,Aston Villa,21/22
3094,14-12-2021,Norwich,0 - 2,Aston Villa,21/22
3095,26-12-2021,Aston Villa,1 - 3,Chelsea,21/22
3096,02-01-2022,Brentford,2 - 1,Aston Villa,21/22
3097,15-01-2022,Aston Villa,2 - 2,Man United,21/22
3098,22-01-2022,Everton,0 - 1,Aston Villa,21/22
3099,09-02-2022,Aston Villa,3 - 3,Leeds,21/22
3100,13-02-2022,Newcastle,1 - 0,Aston Villa,21/22
3101,19-02-2022,Aston Villa,0 - 1,Watford,21/22
3102,26-02-2022,Brighton,0 - 2,Aston Villa,21/22
3103,05-03-2022,Aston Villa,4 - 0,Southampton,21/22
3104,10-03-2022,Leeds,0 - 3,Aston Villa,21/22
3105,13-03-2022,West Ham,2 - 1,Aston Villa,21/22
3106,19-03-2022,Aston Villa,0 - 1,Arsenal,21/22
3107,02-04-2022,Wolves,2 - 1,Aston Villa,21/22
3108,09-04-2022,Aston Villa,0 - 4,Tottenham,21/22
3109,23-04-2022,Leicester,0 - 0,Aston Villa,21/22
3110,30-04-2022,Aston Villa,2 - 0,Norwich,21/22
3111,07-05-2022,Burnley,1 - 3,Aston Villa,21/22
3112,10-05-2022,Aston Villa,1 - 2,Liverpool,21/22
3113,15-05-2022,Aston Villa,1 - 1,Crystal Palace,21/22
3114,19-05-2022,Aston Villa,1 - 1,Burnley,21/22
3115,22-05-2022,Man City,3 - 2,Aston Villa,21/22
3116,13-08-2021,Brentford,2 - 0,Arsenal,21/22
3117,21-08-2021,Crystal Palace,0 - 0,Brentford,21/22
3118,28-08-2021,Aston Villa,1 - 1,Brentford,21/22
3119,11-09-2021,Brentford,0 - 1,Brighton,21/22
3120,18-09-2021,Wolves,0 - 2,Brentford,21/22
3121,25-09-2021,Brentford,3 - 3,Liverpool,21/22
3122,03-10-2021,West Ham,1 - 2,Brentford,21/22
3123,16-10-2021,Brentford,0 - 1,Chelsea,21/22
3124,24-10-2021,Brentford,1 - 2,Leicester,21/22
3125,30-10-2021,Burnley,3 - 1,Brentford,21/22
3126,06-11-2021,Brentford,1 - 2,Norwich,21/22
3127,20-11-2021,Newcastle,3 - 3,Brentford,21/22
3128,28-11-2021,Brentford,1 - 0,Everton,21/22
3129,02-12-2021,Tottenham,2 - 0,Brentford,21/22
3130,05-12-2021,Leeds,2 - 2,Brentford,21/22
3131,10-12-2021,Brentford,2 - 1,Watford,21/22
3132,26-12-2021,Brighton,2 - 0,Brentford,21/22
3133,29-12-2021,Brentford,0 - 1,Man City,21/22
3134,02-01-2022,Brentford,2 - 1,Aston Villa,21/22
3135,11-01-2022,Southampton,4 - 1,Brentford,21/22
3136,16-01-2022,Liverpool,3 - 0,Brentford,21/22
3137,19-01-2022,Brentford,1 - 3,Man United,21/22
3138,22-01-2022,Brentford,1 - 2,Wolves,21/22
3139,09-02-2022,Man City,2 - 0,Brentford,21/22
3140,12-02-2022,Brentford,0 - 0,Crystal Palace,21/22
3141,19-02-2022,Arsenal,2 - 1,Brentford,21/22
3142,26-02-2022,Brentford,0 - 2,Newcastle,21/22
3143,05-03-2022,Norwich,1 - 3,Brentford,21/22
3144,12-03-2022,Brentford,2 - 0,Burnley,21/22
3145,20-03-2022,Leicester,2 - 1,Brentford,21/22
3146,02-04-2022,Chelsea,1 - 4,Brentford,21/22
3147,10-04-2022,Brentford,2 - 0,West Ham,21/22
3148,16-04-2022,Watford,1 - 2,Brentford,21/22
3149,23-04-2022,Brentford,0 - 0,Tottenham,21/22
3150,02-05-2022,Man United,3 - 0,Brentford,21/22
3151,07-05-2022,Brentford,3 - 0,Southampton,21/22
3152,15-05-2022,Everton,2 - 3,Brentford,21/22
3153,22-05-2022,Brentford,1 - 2,Leeds,21/22
3154,14-08-2021,Burnley,1 - 2,Brighton,21/22
3155,21-08-2021,Brighton,2 - 0,Watford,21/22
3156,28-08-2021,Brighton,0 - 2,Everton,21/22
3157,11-09-2021,Brentford,0 - 1,Brighton,21/22
3158,19-09-2021,Brighton,2 - 1,Leicester,21/22
3159,27-09-2021,Crystal Palace,1 - 1,Brighton,21/22
3160,02-10-2021,Brighton,0 - 0,Arsenal,21/22
3161,16-10-2021,Norwich,0 - 0,Brighton,21/22
3162,23-10-2021,Brighton,1 - 4,Man City,21/22
3163,30-10-2021,Liverpool,2 - 2,Brighton,21/22
3164,06-11-2021,Brighton,1 - 1,Newcastle,21/22
3165,20-11-2021,Aston Villa,2 - 0,Brighton,21/22
3166,27-11-2021,Brighton,0 - 0,Leeds,21/22
3167,01-12-2021,West Ham,1 - 1,Brighton,21/22
3168,04-12-2021,Southampton,1 - 1,Brighton,21/22
3169,15-12-2021,Brighton,0 - 1,Wolves,21/22
3170,26-12-2021,Brighton,2 - 0,Brentford,21/22
3171,29-12-2021,Chelsea,1 - 1,Brighton,21/22
3172,02-01-2022,Everton,2 - 3,Brighton,21/22
3173,14-01-2022,Brighton,1 - 1,Crystal Palace,21/22
3174,18-01-2022,Brighton,1 - 1,Chelsea,21/22
3175,23-01-2022,Leicester,1 - 1,Brighton,21/22
3176,12-02-2022,Watford,0 - 2,Brighton,21/22
3177,15-02-2022,Man United,2 - 0,Brighton,21/22
3178,19-02-2022,Brighton,0 - 3,Burnley,21/22
3179,26-02-2022,Brighton,0 - 2,Aston Villa,21/22
3180,05-03-2022,Newcastle,2 - 1,Brighton,21/22
3181,12-03-2022,Brighton,0 - 2,Liverpool,21/22
3182,16-03-2022,Brighton,0 - 2,Tottenham,21/22
3183,02-04-2022,Brighton,0 - 0,Norwich,21/22
3184,09-04-2022,Arsenal,1 - 2,Brighton,21/22
3185,16-04-2022,Tottenham,0 - 1,Brighton,21/22
3186,20-04-2022,Man City,3 - 0,Brighton,21/22
3187,24-04-2022,Brighton,2 - 2,Southampton,21/22
3188,30-04-2022,Wolves,0 - 3,Brighton,21/22
3189,07-05-2022,Brighton,4 - 0,Man United,21/22
3190,15-05-2022,Leeds,1 - 1,Brighton,21/22
3191,22-05-2022,Brighton,3 - 1,West Ham,21/22
3192,14-08-2021,Burnley,1 - 2,Brighton,21/22
3193,21-08-2021,Liverpool,2 - 0,Burnley,21/22
3194,29-08-2021,Burnley,1 - 1,Leeds,21/22
